PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,CeTD_HB1,CeTD_HB2,CeTD_HB3,CeTD_VW1,CeTD_VW2,CeTD_VW3,CeTD_PZ1,CeTD_PZ2,CeTD_11_HB,CeTD_11_VW,CeTD_11_PO,CeTD_11_PZ,CeTD_11_CH,CeTD_11_SS,CeTD_11_SA,CeTD_12_HB,CeTD_12_VW,CeTD_12_PZ,CeTD_12_CH,CeTD_12_SS,CeTD_12_SA,CeTD_1-3_HB,CeTD_1-3_VW,CeTD_1-3_PO,CeTD_1-3_PZ,CeTD_22_PZ,CeTD_22_CH,CeTD_22_SA,CeTD_23_VW,CeTD_23_PO,CeTD_23_PZ,CeTD_23_SS,CeTD_23_SA,CeTD_31_HB,CeTD_31_PO,CeTD_31_PZ,CeTD_31_CH,CeTD_31_SS,CeTD_31_SA,CeTD_32_HB,CeTD_32_VW,CeTD_32_PO,CeTD_32_PZ,CeTD_32_CH,CeTD_32_SS,CeTD_32_SA,CeTD_33_HB,CeTD_33_VW,CeTD_33_PZ,CeTD_33_CH,CeTD_33_SS,CeTD_33_SA,CeTD_0_p_HB1,CeTD_25_p_HB1,CeTD_0_p_VW1,CeTD_0_p_PO1,CeTD_25_p_PO1,CeTD_0_p_PZ1,CeTD_0_p_CH1,CeTD_25_p_CH1,CeTD_0_p_SS1,CeTD_25_p_SS1,CeTD_0_p_SA1,CeTD_0_p_HB2,CeTD_0_p_VW2,CeTD_0_p_PO2,CeTD_0_p_PZ2,CeTD_0_p_CH2,CeTD_0_p_SS2,CeTD_25_p_SS2,CeTD_0_p_SA2,CeTD_0_p_HB3,CeTD_25_p_HB3,CeTD_0_p_VW3,CeTD_25_p_VW3,CeTD_0_p_PO3,CeTD_25_p_PO3,CeTD_0_p_PZ3,CeTD_0_p_CH3,CeTD_0_p_SS3,CeTD_0_p_SA3,CeTD_25_p_SA3,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
0.077,0.0,0.923,0.077,0.846,0.769,0.077,0.077,0.692,0.154,0.231,0.077,0.0,0.385,0.308,0.308,0.769,0.154,0.154,0.231,0.385,-1.892,-1.338,-0.665,-0.439,0.42,7.69,30.77,61.54,30.77,53.85,15.38,23.08,61.54,0,0,1,1,1,2,0,3,4,2,1,3,3,0,0,2,0,5,0,2,0,1,0,10,0,0,0,0,3,2,2,0,1,3,0,1,6,1,2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.059,0.0,0.941,0.059,0.882,0.824,0.118,0.059,0.765,0.176,0.176,0.059,0.0,0.471,0.235,0.294,0.765,0.176,0.176,0.235,0.412,-2.034,-1.296,-0.54,-0.388,0.614,5.88,35.29,58.82,35.29,52.94,11.76,23.53,64.71,0,0,1,1,2,3,0,4,5,3,1,4,4,0,0,2,0,7,1,2,0,1,0,14,0,0,0,1,2,4,4,0,0,3,1,1,9,0,3,1,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.174,0.0,0.826,0.174,0.652,0.609,0.087,0.043,0.696,0.261,0.13,0.087,0.087,0.435,0.348,0.217,0.652,0.174,0.174,0.348,0.565,-0.656,-0.979,-0.342,-0.05,0.27,17.39,34.78,47.83,38.1,38.1,23.81,26.09,52.17,1,1,2,2,3,3,1,4,5,3,2,4,3,1,1,2,1,7,1,3,1,3,0,15,0,0,0,4,4,2,3,2,2,3,1,1,9,2,3,3,0,2,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.67,0.0,0.0
0.174,0.0,0.826,0.174,0.652,0.609,0.087,0.043,0.739,0.261,0.087,0.087,0.087,0.435,0.391,0.174,0.652,0.174,0.174,0.304,0.565,-0.857,-0.917,-0.425,-0.051,0.285,17.39,30.43,52.17,33.33,42.86,23.81,21.74,56.52,1,0,3,2,2,3,1,5,5,3,2,5,3,1,0,3,1,7,1,4,1,3,0,15,0,0,0,4,5,1,4,2,2,2,1,1,9,2,3,3,0,2,1,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.5,0.0,0.0
0.0,0.0,1.0,0.154,0.846,0.769,0.077,0.077,0.769,0.077,0.308,0.154,0.0,0.462,0.231,0.308,0.769,0.077,0.231,0.231,0.462,-2.07,-1.508,-0.525,-0.648,0.455,0.0,38.46,61.54,38.46,53.85,7.69,30.77,61.54,0,0,0,0,2,3,0,3,4,3,0,3,3,0,0,1,0,5,0,1,0,0,0,12,0,0,0,2,1,2,1,1,1,3,0,1,6,0,3,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.077,0.0,0.923,0.077,0.846,0.615,0.077,0.154,0.846,0.154,0.154,0.077,0.077,0.538,0.308,0.154,0.692,0.154,0.231,0.077,0.308,-2.45,-0.812,-0.601,-0.117,0.268,7.69,23.08,69.23,23.08,46.15,30.77,15.38,53.85,0,0,1,1,0,2,0,3,5,1,2,3,2,1,0,3,0,4,1,3,0,1,0,10,0,0,0,3,2,2,2,1,0,2,0,0,5,1,2,1,0,2,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.125,0.042,0.833,0.125,0.667,0.5,0.083,0.125,0.75,0.25,0.125,0.042,0.125,0.542,0.292,0.167,0.625,0.292,0.167,0.25,0.417,-1.079,-0.587,0.004,-0.064,0.105,20.83,29.17,50.0,31.82,36.36,31.82,20.83,50.0,1,0,4,3,2,2,1,5,5,3,2,5,1,2,0,4,2,4,4,6,1,2,0,16,1,0,0,6,3,4,4,2,0,3,1,0,9,2,3,4,0,1,2,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1.67,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.167,0.0,0.833,0.125,0.667,0.542,0.083,0.083,0.75,0.292,0.083,0.042,0.125,0.5,0.333,0.167,0.625,0.292,0.167,0.25,0.458,-1.029,-0.769,-0.213,0.062,0.129,20.83,29.17,50.0,31.82,36.36,31.82,20.83,50.0,1,0,4,3,2,2,1,5,5,2,3,5,1,2,0,5,1,4,4,6,1,3,0,16,0,0,0,5,3,4,4,3,0,3,1,0,9,2,3,4,0,1,2,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.167,0.0,0.833,0.125,0.667,0.542,0.083,0.083,0.75,0.292,0.083,0.042,0.125,0.583,0.25,0.167,0.625,0.292,0.167,0.25,0.417,-1.115,-0.695,-0.202,0.072,0.189,20.83,29.17,50.0,31.82,36.36,31.82,20.83,50.0,1,0,4,3,2,2,1,5,5,2,3,5,2,1,0,4,2,4,4,6,1,3,0,16,0,0,0,7,3,4,3,2,0,4,0,0,9,2,3,4,0,1,2,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.33,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.125,0.0,0.875,0.167,0.708,0.542,0.083,0.083,0.792,0.208,0.125,0.083,0.167,0.5,0.333,0.167,0.625,0.208,0.25,0.292,0.5,-1.216,-0.965,-0.078,0.07,0.158,12.5,33.33,54.17,36.36,31.82,31.82,25.0,45.83,1,0,2,2,3,3,0,5,7,1,4,5,2,0,0,4,2,5,2,5,1,2,0,18,0,0,0,5,4,3,3,3,1,4,0,0,10,0,4,2,0,2,2,2,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.125,0.0,0.875,0.167,0.708,0.583,0.083,0.042,0.792,0.208,0.125,0.083,0.167,0.542,0.292,0.167,0.625,0.208,0.25,0.292,0.5,-1.219,-1.1,-0.184,0.017,0.219,12.5,33.33,54.17,36.36,36.36,27.27,25.0,50.0,1,0,2,2,3,3,0,5,7,1,4,5,3,0,0,4,1,6,2,5,1,2,0,18,0,0,0,6,4,3,3,2,1,4,0,0,10,0,4,2,0,2,2,2,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.133,0.0,0.867,0.067,0.8,0.6,0.067,0.133,0.667,0.2,0.2,0.067,0.067,0.6,0.133,0.267,0.667,0.2,0.2,0.267,0.333,-1.536,-0.82,-0.369,-0.005,0.387,13.33,33.33,53.33,33.33,33.33,33.33,26.67,40.0,0,0,1,2,1,2,0,4,4,0,4,4,1,0,0,4,0,2,1,4,0,1,0,11,0,0,0,5,0,3,2,0,0,2,1,1,6,2,2,1,0,2,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.167,0.0,0.833,0.167,0.5,0.417,0.083,0.083,0.417,0.417,0.25,0.083,0.0,0.417,0.167,0.417,0.417,0.417,0.25,0.167,0.417,-0.107,-0.056,-0.156,-0.125,0.121,33.33,33.33,33.33,25.0,50.0,25.0,16.67,58.33,1,3,0,2,0,2,1,1,1,3,0,3,0,2,0,3,0,2,2,3,0,1,0,9,0,0,0,1,1,2,2,0,0,2,0,3,2,1,1,1,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.143,0.071,0.786,0.286,0.5,0.286,0.214,0.214,0.643,0.357,0.357,0.286,0.0,0.286,0.357,0.357,0.286,0.357,0.5,0.143,0.5,-0.49,0.32,0.05,0.046,0.317,21.43,50.0,28.57,50.0,14.29,35.71,28.57,35.71,1,2,0,0,4,2,2,1,1,0,2,2,0,0,1,2,2,2,1,2,0,1,1,8,0,0,0,1,2,1,3,1,1,0,1,3,1,2,1,0,2,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.67,0.0,1.0,1.0,1.0,0.0,1.0,0.0
0.143,0.071,0.786,0.286,0.5,0.286,0.214,0.214,0.714,0.357,0.357,0.286,0.0,0.286,0.429,0.286,0.286,0.357,0.5,0.071,0.5,-0.607,0.241,-0.112,0.041,0.241,21.43,50.0,28.57,50.0,14.29,35.71,28.57,35.71,1,2,0,0,4,2,2,1,1,0,2,2,0,0,1,2,2,2,1,2,0,1,1,8,0,0,0,1,2,1,3,2,0,0,1,3,1,2,1,0,2,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.67,0.0,1.0,1.0,1.67,0.0,1.0,0.0
0.167,0.0,0.833,0.125,0.708,0.625,0.083,0.083,0.792,0.25,0.083,0.042,0.083,0.5,0.375,0.125,0.708,0.25,0.125,0.292,0.5,-1.135,-1.034,-0.315,-0.012,0.29,16.67,33.33,50.0,36.36,36.36,27.27,25.0,50.0,1,0,3,3,2,3,0,6,5,3,3,5,2,1,1,3,1,5,2,5,1,3,0,16,0,0,0,5,4,3,5,3,0,2,1,0,12,1,3,3,0,1,2,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.077,0.0,0.923,0.077,0.846,0.692,0.077,0.154,0.769,0.154,0.154,0.077,0.0,0.462,0.308,0.231,0.769,0.154,0.154,0.231,0.385,-2.056,-0.922,-0.433,-0.281,0.482,7.69,30.77,61.54,30.77,46.15,23.08,23.08,53.85,0,0,1,1,1,2,0,3,4,2,1,3,2,1,0,2,0,4,1,2,0,1,0,10,0,0,0,2,1,3,2,1,0,2,1,0,7,0,2,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.167,0.0,0.833,0.125,0.708,0.583,0.083,0.125,0.792,0.25,0.083,0.042,0.083,0.417,0.458,0.125,0.708,0.25,0.125,0.292,0.5,-1.116,-0.917,-0.218,0.035,0.205,16.67,33.33,50.0,36.36,31.82,31.82,25.0,45.83,1,0,3,3,2,3,0,6,5,3,3,5,1,1,1,3,2,4,2,5,1,3,0,16,0,0,0,3,4,3,6,4,0,1,2,0,12,1,3,3,0,1,2,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.125,0.0,0.875,0.125,0.708,0.583,0.083,0.125,0.75,0.25,0.083,0.042,0.083,0.417,0.375,0.208,0.708,0.25,0.125,0.333,0.542,-1.033,-0.823,0.033,-0.067,0.194,16.67,33.33,50.0,36.36,36.36,27.27,25.0,50.0,1,0,3,3,2,3,0,6,5,4,2,5,1,2,1,3,1,4,3,5,1,2,0,18,0,0,0,3,3,4,5,2,1,2,3,0,12,1,3,3,0,1,2,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.077,0.0,0.923,0.077,0.846,0.692,0.077,0.154,0.769,0.154,0.154,0.077,0.0,0.385,0.385,0.231,0.769,0.154,0.154,0.231,0.462,-1.926,-1.025,-0.437,-0.291,0.415,7.69,30.77,61.54,30.77,46.15,23.08,23.08,53.85,0,0,1,1,1,2,0,3,4,2,1,3,2,1,0,2,0,4,1,2,0,1,0,10,0,0,0,1,1,3,3,1,0,1,2,0,7,0,2,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.167,0.0,0.833,0.167,0.667,0.542,0.083,0.125,0.792,0.25,0.083,0.083,0.083,0.375,0.5,0.125,0.667,0.25,0.167,0.25,0.542,-1.166,-0.844,-0.267,-0.019,0.182,16.67,29.17,54.17,31.82,36.36,31.82,20.83,50.0,1,0,3,3,2,2,0,5,7,2,3,5,2,1,0,4,2,5,3,6,1,3,0,16,0,0,0,3,3,3,5,6,0,1,2,0,10,1,4,3,0,2,2,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,1,1.67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.105,0.0,0.895,0.0,0.842,0.789,0.105,0.053,0.684,0.263,0.158,0.0,0.0,0.368,0.316,0.316,0.737,0.263,0.105,0.158,0.421,-1.685,-1.225,-0.725,-0.343,0.326,15.79,26.32,57.89,26.32,57.89,15.79,15.79,68.42,0,1,1,2,0,3,1,4,6,3,2,5,6,0,0,2,0,10,0,2,0,1,0,15,0,0,0,2,0,4,3,2,1,2,3,1,9,3,2,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.059,0.0,0.941,0.059,0.882,0.824,0.118,0.059,0.765,0.176,0.176,0.059,0.0,0.353,0.353,0.294,0.765,0.176,0.176,0.176,0.412,-2.177,-1.341,-0.679,-0.436,0.502,5.88,29.41,64.71,29.41,58.82,11.76,17.65,70.59,0,0,1,1,1,3,0,4,6,3,1,4,5,0,0,2,0,9,0,2,0,1,0,14,0,0,0,2,0,3,3,2,1,1,3,1,8,1,3,1,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.167,0.0,0.833,0.125,0.708,0.625,0.083,0.083,0.792,0.25,0.083,0.042,0.083,0.458,0.417,0.125,0.708,0.25,0.125,0.292,0.542,-1.065,-1.09,-0.317,-0.018,0.254,16.67,33.33,50.0,36.36,36.36,27.27,25.0,50.0,1,0,3,2,3,3,1,5,5,3,2,5,2,1,0,3,2,5,2,5,1,3,0,16,0,0,0,5,4,2,5,3,1,1,2,0,11,2,3,3,0,2,1,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.67,0.0,0.0
0.125,0.0,0.875,0.208,0.667,0.625,0.125,0.042,0.792,0.25,0.167,0.125,0.083,0.417,0.375,0.208,0.625,0.25,0.25,0.208,0.542,-1.325,-1.133,-0.37,-0.23,0.293,12.5,33.33,54.17,36.36,45.45,18.18,20.83,62.5,1,0,2,2,3,3,0,5,7,3,2,5,5,0,0,2,1,9,1,3,1,2,0,18,0,0,0,4,4,2,4,2,2,2,2,1,10,0,4,2,0,2,2,2,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.33,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.083,0.0,0.917,0.083,0.833,0.75,0.083,0.083,0.75,0.167,0.167,0.083,0.0,0.5,0.25,0.25,0.75,0.083,0.167,0.333,0.583,-1.288,-1.187,-0.453,-0.26,0.548,8.33,41.67,50.0,41.67,41.67,16.67,33.33,50.0,0,1,0,1,1,2,0,3,3,2,1,3,2,0,1,1,0,4,0,1,0,1,0,9,0,0,0,2,0,3,3,0,0,1,2,0,6,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.167,0.0,0.833,0.167,0.667,0.583,0.083,0.083,0.792,0.25,0.083,0.083,0.083,0.5,0.375,0.125,0.667,0.208,0.167,0.292,0.542,-1.015,-0.88,-0.317,-0.016,0.302,16.67,33.33,50.0,36.36,36.36,27.27,25.0,50.0,1,0,3,2,3,3,1,5,5,3,2,5,2,1,0,3,2,6,1,4,1,3,0,16,0,0,0,6,4,2,6,2,0,0,2,1,10,2,3,3,0,2,1,1,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,1,1.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.125,0.0,0.875,0.25,0.625,0.583,0.125,0.042,0.792,0.25,0.208,0.167,0.083,0.375,0.417,0.208,0.583,0.25,0.292,0.167,0.542,-1.304,-1.127,-0.441,-0.285,0.222,12.5,33.33,54.17,36.36,45.45,18.18,20.83,62.5,1,0,2,2,3,3,0,5,7,3,2,5,5,0,0,2,1,9,1,3,1,2,0,18,0,0,0,3,5,1,4,2,3,2,2,1,8,0,5,2,0,3,2,2,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.67,1.33,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.125,0.0,0.875,0.167,0.708,0.667,0.083,0.042,0.792,0.208,0.125,0.083,0.083,0.417,0.417,0.167,0.708,0.208,0.167,0.333,0.625,-0.993,-1.362,-0.274,-0.196,0.294,12.5,37.5,50.0,40.91,40.91,18.18,29.17,54.17,1,0,2,2,3,4,0,6,5,4,2,6,3,0,0,2,1,7,0,3,1,2,0,18,0,0,0,4,3,3,5,4,0,1,2,1,12,1,3,2,0,2,1,1,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1.5,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0
0.154,0.0,0.846,0.077,0.769,0.615,0.0,0.154,0.615,0.154,0.231,0.0,0.0,0.538,0.308,0.154,0.769,0.077,0.0,0.231,0.231,-1.225,-0.648,-0.992,-0.146,0.205,23.08,23.08,53.85,23.08,46.15,30.77,23.08,46.15,1,0,2,1,1,1,1,2,3,1,1,2,2,2,0,3,0,2,2,3,0,2,0,8,0,0,0,4,2,1,1,1,1,2,0,0,7,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.231,0.0,0.769,0.077,0.692,0.538,0.0,0.154,0.538,0.231,0.231,0.0,0.0,0.538,0.308,0.154,0.692,0.077,0.0,0.231,0.231,-0.625,-0.355,-1.146,0.062,0.127,30.77,23.08,46.15,23.08,38.46,38.46,23.08,38.46,1,1,2,2,1,0,1,1,3,0,2,1,2,2,1,3,0,2,2,3,0,3,0,6,0,0,0,4,2,1,1,1,1,2,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.154,0.0,0.846,0.077,0.769,0.615,0.0,0.154,0.615,0.154,0.231,0.0,0.0,0.538,0.308,0.154,0.769,0.077,0.0,0.231,0.231,-1.236,-0.494,-1.028,0.077,0.13,23.08,23.08,53.85,23.08,46.15,30.77,23.08,46.15,1,0,2,1,1,1,1,2,3,0,2,1,3,1,1,3,0,3,1,3,0,2,0,8,0,0,0,4,2,0,1,1,2,2,0,0,7,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.231,0.0,0.769,0.077,0.692,0.538,0.0,0.154,0.538,0.231,0.231,0.0,0.0,0.538,0.308,0.154,0.692,0.077,0.0,0.154,0.154,-0.973,-0.277,-1.307,0.018,0.092,30.77,15.38,53.85,15.38,46.15,38.46,15.38,46.15,1,0,3,2,0,0,1,2,3,0,2,2,2,2,0,4,0,2,2,4,0,3,0,6,0,0,0,4,2,1,1,1,1,2,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.231,0.0,0.769,0.077,0.692,0.538,0.0,0.154,0.615,0.231,0.154,0.0,0.0,0.615,0.308,0.077,0.692,0.077,0.0,0.154,0.154,-1.112,-0.143,-1.288,0.07,0.221,30.77,15.38,53.85,15.38,46.15,38.46,15.38,46.15,1,1,2,1,0,1,2,1,3,1,1,1,2,3,1,3,0,2,3,3,0,3,0,6,0,0,0,5,2,1,2,1,0,1,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
