AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
9.09,7.79,7.79,3.9,2.6,6.49,1.3,11.69,10.39,14.29,0.0,6.49,0.0,1.3,0.0,3.9,7.79,3.9,0.0,1.3
0.0,7.41,0.0,7.41,0.0,7.41,0.0,7.41,7.41,22.22,0.0,11.11,0.0,7.41,7.41,0.0,14.81,0.0,0.0,0.0
13.64,0.0,0.0,0.0,13.64,9.09,0.0,13.64,31.82,4.55,0.0,9.09,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0
5.0,0.0,0.0,0.0,5.0,15.0,0.0,10.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0
5.0,0.0,0.0,0.0,5.0,15.0,0.0,10.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0
5.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,0.0
10.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
5.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
10.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
5.26,0.0,0.0,0.0,15.79,10.53,0.0,10.53,42.11,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0
10.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
5.0,0.0,0.0,0.0,15.0,10.0,5.0,10.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
14.29,0.0,7.14,0.0,0.0,7.14,0.0,3.57,14.29,10.71,3.57,10.71,0.0,3.57,0.0,0.0,7.14,14.29,3.57,0.0
23.53,0.0,2.94,0.0,0.0,11.76,2.94,2.94,11.76,14.71,5.88,0.0,0.0,5.88,0.0,2.94,11.76,0.0,2.94,0.0
0.0,0.0,0.0,0.0,6.25,18.75,0.0,6.25,6.25,37.5,0.0,0.0,6.25,0.0,0.0,12.5,0.0,6.25,0.0,0.0
0.0,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,10.53,0.0,5.26,31.58,10.53,0.0,5.26,10.53,15.79,0.0,0.0
0.0,0.0,0.0,5.88,5.88,11.76,0.0,11.76,0.0,5.88,0.0,0.0,23.53,5.88,5.88,0.0,0.0,17.65,0.0,5.88
0.0,36.36,0.0,0.0,9.09,18.18,0.0,9.09,4.55,0.0,0.0,0.0,4.55,0.0,9.09,0.0,4.55,4.55,0.0,0.0
0.0,0.0,7.69,0.0,15.38,15.38,0.0,15.38,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,7.69,0.0,15.38,23.08,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,7.69,0.0,7.69,23.08,23.08,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0
0.0,0.0,15.38,0.0,15.38,7.69,0.0,7.69,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0
0.0,0.0,7.69,0.0,15.38,15.38,0.0,15.38,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0
0.0,0.0,7.69,0.0,15.38,7.69,0.0,0.0,23.08,15.38,0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,7.69,7.69,0.0,15.38,23.08,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0
0.0,0.0,0.0,0.0,7.69,15.38,0.0,23.08,23.08,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0
0.0,0.0,7.69,0.0,7.69,15.38,0.0,23.08,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0
0.0,0.0,7.69,0.0,7.69,15.38,0.0,15.38,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0
0.0,0.0,7.69,0.0,7.69,7.69,0.0,15.38,23.08,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0
0.0,0.0,7.69,0.0,7.69,15.38,0.0,7.69,15.38,7.69,0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,0.0
9.52,0.0,0.0,0.0,4.76,4.76,9.52,4.76,19.05,23.81,0.0,0.0,0.0,4.76,0.0,9.52,0.0,4.76,4.76,0.0
7.69,12.31,9.23,4.62,1.54,12.31,0.0,3.08,7.69,1.54,0.0,7.69,4.62,1.54,4.62,1.54,0.0,7.69,3.08,9.23
0.0,0.0,0.0,11.54,3.85,7.69,0.0,3.85,15.38,3.85,3.85,3.85,0.0,11.54,0.0,11.54,7.69,7.69,7.69,0.0
0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,53.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,53.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,53.33,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,53.33,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,46.67,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,46.67,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,53.33,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,37.5,0.0,6.25,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,53.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,53.33,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0
0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,46.67,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0
3.03,0.0,0.0,9.09,9.09,3.03,0.0,9.09,45.45,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,9.09,9.09,0.0
2.38,0.0,13.1,7.14,1.19,4.76,1.19,5.95,5.95,9.52,5.95,5.95,2.38,11.9,2.38,7.14,7.14,3.57,0.0,2.38
33.33,0.0,8.33,0.0,0.0,16.67,0.0,0.0,0.0,8.33,0.0,0.0,25.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0
13.33,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,6.67,0.0,0.0,13.33,0.0,13.33,20.0,0.0,0.0,13.33,6.67
6.67,0.0,6.67,0.0,6.67,0.0,6.67,0.0,0.0,20.0,0.0,0.0,20.0,0.0,13.33,0.0,0.0,13.33,6.67,0.0
9.52,0.0,0.0,14.29,0.0,9.52,0.0,14.29,0.0,9.52,0.0,0.0,4.76,0.0,0.0,0.0,28.57,4.76,0.0,4.76
0.0,13.33,0.0,0.0,0.0,13.33,0.0,0.0,26.67,0.0,6.67,0.0,0.0,0.0,26.67,6.67,6.67,0.0,0.0,0.0
0.0,13.33,0.0,0.0,0.0,13.33,0.0,0.0,26.67,0.0,6.67,0.0,0.0,0.0,26.67,6.67,6.67,0.0,0.0,0.0
9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,27.27,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0
9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,18.18,27.27,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,27.27,0.0
7.69,0.0,0.0,0.0,7.69,23.08,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0
0.0,0.0,0.0,0.0,16.67,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0
14.29,0.0,7.14,0.0,0.0,0.0,0.0,14.29,28.57,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,0.0
0.0,13.33,13.33,0.0,0.0,13.33,0.0,0.0,6.67,0.0,0.0,6.67,20.0,6.67,13.33,0.0,0.0,0.0,0.0,6.67
3.23,19.35,0.0,3.23,0.0,9.68,3.23,0.0,0.0,6.45,0.0,6.45,6.45,3.23,0.0,9.68,6.45,16.13,0.0,6.45
9.68,19.35,3.23,3.23,0.0,9.68,0.0,6.45,3.23,3.23,0.0,3.23,6.45,3.23,3.23,3.23,6.45,9.68,0.0,6.45
3.33,20.0,3.33,3.33,3.33,10.0,0.0,3.33,3.33,13.33,0.0,3.33,6.67,3.33,3.33,6.67,6.67,3.33,0.0,3.33
3.33,20.0,0.0,3.33,0.0,6.67,0.0,6.67,6.67,10.0,0.0,6.67,3.33,3.33,3.33,10.0,6.67,6.67,0.0,3.33
0.0,20.0,0.0,3.33,0.0,10.0,3.33,3.33,0.0,3.33,0.0,10.0,6.67,3.33,0.0,10.0,6.67,13.33,0.0,6.67
25.0,0.0,0.0,0.0,0.0,0.0,6.25,12.5,18.75,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,18.75,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,12.5,6.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,12.5,12.5,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,12.5,12.5,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,6.25,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,12.5,6.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,6.25,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,0.0,12.5,18.75,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,18.75,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,6.25,6.25,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
18.75,0.0,0.0,0.0,0.0,6.25,6.25,12.5,18.75,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,20.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0
15.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,15.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,15.0
20.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,5.0
8.7,0.0,0.0,4.35,8.7,17.39,4.35,8.7,17.39,4.35,4.35,4.35,0.0,0.0,0.0,8.7,0.0,4.35,4.35,0.0
20.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0
16.0,0.0,0.0,0.0,8.0,16.0,12.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0,4.0
25.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0
3.33,0.0,10.0,6.67,10.0,6.67,0.0,3.33,6.67,3.33,0.0,6.67,10.0,0.0,10.0,3.33,3.33,16.67,0.0,0.0
5.17,0.0,6.9,5.17,1.72,6.9,0.0,1.72,3.45,10.34,0.0,1.72,6.9,3.45,8.62,3.45,18.97,12.07,1.72,1.72
13.11,0.0,3.28,3.28,1.64,8.2,1.64,9.84,0.0,8.2,1.64,8.2,13.11,6.56,0.0,6.56,4.92,6.56,1.64,1.64
16.67,0.0,0.0,8.33,0.0,16.67,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,25.0,0.0,8.33
5.71,0.0,8.57,0.0,2.86,11.43,2.86,5.71,2.86,5.71,2.86,0.0,8.57,5.71,2.86,8.57,17.14,5.71,0.0,2.86
10.0,0.0,3.33,6.67,0.0,0.0,0.0,3.33,3.33,16.67,0.0,13.33,3.33,3.33,3.33,6.67,10.0,16.67,0.0,0.0
6.0,0.0,10.0,4.0,2.0,10.0,2.0,0.0,2.0,6.0,10.0,8.0,6.0,4.0,8.0,0.0,10.0,6.0,2.0,4.0
4.55,0.0,9.09,0.0,9.09,4.55,0.0,18.18,13.64,4.55,0.0,13.64,4.55,9.09,0.0,4.55,0.0,4.55,0.0,0.0
3.51,1.75,7.02,3.51,3.51,5.26,5.26,12.28,5.26,7.02,0.0,3.51,3.51,5.26,5.26,12.28,10.53,3.51,0.0,1.75
6.45,0.0,12.9,6.45,3.23,0.0,3.23,6.45,6.45,12.9,0.0,3.23,0.0,9.68,6.45,6.45,3.23,9.68,0.0,3.23
6.9,6.9,6.9,6.9,0.0,6.9,6.9,0.0,3.45,0.0,3.45,6.9,10.34,0.0,6.9,0.0,13.79,10.34,3.45,0.0
12.07,5.17,3.45,1.72,5.17,5.17,0.0,10.34,3.45,6.9,1.72,3.45,5.17,5.17,6.9,6.9,5.17,6.9,1.72,3.45
3.92,0.0,9.8,5.88,5.88,3.92,9.8,3.92,7.84,1.96,1.96,0.0,15.69,3.92,1.96,3.92,1.96,11.76,1.96,3.92
12.12,6.06,3.03,0.0,3.03,9.09,3.03,3.03,3.03,6.06,0.0,15.15,6.06,0.0,3.03,3.03,9.09,9.09,3.03,3.03
10.53,0.0,5.26,5.26,0.0,10.53,10.53,10.53,5.26,0.0,5.26,5.26,5.26,5.26,0.0,5.26,0.0,10.53,0.0,5.26
33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0
23.53,0.0,2.94,5.88,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,14.71,0.0,26.47,11.76,8.82,2.94,0.0,0.0
14.81,0.0,0.0,0.0,3.7,18.52,0.0,0.0,14.81,11.11,3.7,0.0,3.7,3.7,3.7,7.41,3.7,3.7,7.41,0.0
2.86,2.86,0.0,5.71,5.71,17.14,0.0,2.86,25.71,5.71,2.86,5.71,0.0,0.0,11.43,2.86,2.86,0.0,2.86,2.86
0.0,0.0,8.33,0.0,8.33,8.33,0.0,16.67,0.0,8.33,0.0,0.0,16.67,0.0,8.33,25.0,0.0,0.0,0.0,0.0
54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,27.27,0.0,0.0,0.0,0.0,9.09
45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
10.0,15.0,0.0,10.0,0.0,0.0,0.0,5.0,10.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,20.0,0.0,0.0,5.0
5.0,15.0,0.0,10.0,0.0,0.0,0.0,5.0,10.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0,20.0,0.0,0.0,5.0
16.67,0.0,0.0,8.33,0.0,16.67,0.0,25.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0
23.08,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0,15.38,15.38,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0
23.08,0.0,0.0,15.38,0.0,15.38,0.0,15.38,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0
7.14,7.14,7.14,7.14,7.14,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,7.14,14.29,7.14,7.14,0.0,0.0
25.0,0.0,0.0,16.67,0.0,16.67,0.0,16.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0
6.98,9.3,6.98,2.33,1.16,13.95,8.14,2.33,6.98,2.33,2.33,5.81,4.65,1.16,3.49,6.98,0.0,5.81,2.33,6.98
8.0,10.67,8.0,4.0,1.33,12.0,8.0,2.67,8.0,2.67,1.33,6.67,4.0,1.33,4.0,1.33,0.0,5.33,2.67,8.0
0.0,0.0,0.0,0.0,0.0,66.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0
0.0,0.0,0.0,0.0,0.0,54.55,9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,9.09,9.09,0.0
0.0,0.0,0.0,0.0,0.0,53.85,15.38,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0
0.0,0.0,0.0,0.0,0.0,57.14,14.29,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,14.29,0.0
0.0,0.0,0.0,0.0,0.0,38.46,23.08,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,7.69,7.69,0.0
0.0,0.0,0.0,0.0,0.0,60.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,13.33,0.0,0.0,0.0,0.0,13.33,0.0
0.0,0.0,0.0,0.0,0.0,54.55,9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,9.09,9.09,0.0
24.24,0.0,6.06,3.03,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,27.27,12.12,9.09,3.03,0.0,0.0
16.67,0.0,0.0,0.0,4.17,20.83,0.0,0.0,16.67,12.5,4.17,0.0,4.17,0.0,4.17,4.17,4.17,4.17,4.17,0.0
10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,14.29,9.52,0.0,0.0,0.0,23.81,0.0,0.0,0.0,4.76,4.76,4.76,4.76,14.29,4.76,14.29,0.0
8.33,0.0,4.17,0.0,12.5,12.5,4.17,4.17,4.17,4.17,0.0,4.17,8.33,8.33,0.0,0.0,16.67,4.17,0.0,4.17
7.14,3.57,3.57,0.0,3.57,7.14,0.0,0.0,10.71,17.86,7.14,3.57,7.14,0.0,3.57,0.0,7.14,7.14,7.14,3.57
0.0,6.25,6.25,0.0,6.25,0.0,0.0,6.25,25.0,0.0,0.0,6.25,0.0,6.25,18.75,0.0,0.0,12.5,6.25,0.0
40.0,3.33,0.0,6.67,0.0,0.0,3.33,0.0,23.33,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0
76.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
13.33,13.33,6.67,6.67,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,13.33,0.0,0.0,13.33,6.67,0.0,13.33,0.0
21.43,0.0,14.29,7.14,0.0,7.14,0.0,14.29,7.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0
20.0,0.0,6.67,20.0,0.0,6.67,0.0,6.67,6.67,6.67,0.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,0.0,6.67
13.33,6.67,0.0,6.67,0.0,0.0,0.0,6.67,6.67,0.0,0.0,6.67,0.0,13.33,13.33,0.0,13.33,6.67,0.0,6.67
7.69,15.38,0.0,7.69,7.69,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,0.0
6.67,13.33,6.67,6.67,6.67,20.0,0.0,0.0,13.33,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,6.67
6.67,13.33,6.67,6.67,13.33,6.67,0.0,0.0,26.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67
6.67,20.0,6.67,6.67,6.67,6.67,0.0,0.0,13.33,0.0,0.0,6.67,6.67,0.0,6.67,0.0,0.0,6.67,6.67,0.0
13.33,0.0,6.67,20.0,0.0,13.33,0.0,0.0,0.0,13.33,0.0,0.0,0.0,6.67,6.67,0.0,6.67,6.67,0.0,6.67
23.53,0.0,0.0,11.76,11.76,0.0,0.0,0.0,11.76,11.76,0.0,0.0,5.88,5.88,5.88,0.0,5.88,0.0,0.0,5.88
6.67,6.67,6.67,6.67,0.0,26.67,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,6.67,0.0,13.33,6.67,6.67,0.0
5.0,0.0,10.0,5.0,5.0,10.0,0.0,5.0,5.0,5.0,0.0,0.0,10.0,0.0,5.0,5.0,15.0,5.0,10.0,0.0
6.67,6.67,0.0,6.67,0.0,0.0,0.0,6.67,20.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,26.67,6.67,0.0,0.0
6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,20.0,6.67,0.0,6.67,0.0,6.67,13.33,0.0,13.33,6.67,0.0,6.67
13.33,6.67,0.0,6.67,0.0,6.67,0.0,0.0,13.33,6.67,0.0,6.67,0.0,13.33,6.67,0.0,13.33,0.0,0.0,6.67
6.67,6.67,6.67,13.33,0.0,20.0,0.0,0.0,26.67,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,6.67,0.0,0.0
6.67,6.67,6.67,13.33,13.33,13.33,0.0,0.0,20.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67
20.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,26.67,20.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,13.33,0.0,0.0
26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,40.0,0.0,0.0,0.0,0.0,0.0,6.67,13.33,6.67,0.0,0.0
6.67,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,46.67,6.67,0.0,0.0,6.67,6.67,0.0,6.67,0.0,0.0,0.0
7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,15.38,0.0,7.69,7.69,7.69,0.0,0.0,15.38,7.69,0.0,7.69
0.0,13.33,0.0,0.0,0.0,0.0,0.0,6.67,13.33,0.0,0.0,6.67,6.67,13.33,20.0,0.0,6.67,6.67,6.67,0.0
13.33,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,53.33,0.0,0.0,0.0,0.0,6.67,0.0,13.33,0.0,0.0,0.0
0.0,0.0,0.0,18.75,0.0,0.0,6.25,6.25,0.0,6.25,0.0,6.25,0.0,0.0,25.0,0.0,12.5,12.5,0.0,6.25
13.33,0.0,6.67,0.0,0.0,13.33,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,13.33,0.0,0.0
6.67,0.0,6.67,0.0,13.33,6.67,0.0,0.0,6.67,20.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,13.33,6.67,6.67
3.7,0.0,0.0,0.0,0.0,11.11,0.0,0.0,29.63,37.04,0.0,0.0,7.41,0.0,3.7,0.0,3.7,0.0,3.7,0.0
7.69,15.38,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,7.69,23.08,0.0,7.69
10.0,10.0,10.0,10.0,5.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,20.0,0.0
5.26,10.53,5.26,21.05,5.26,10.53,0.0,5.26,0.0,5.26,5.26,5.26,0.0,0.0,10.53,0.0,0.0,0.0,10.53,0.0
0.0,0.0,2.7,2.7,5.41,10.81,2.7,0.0,29.73,37.84,0.0,2.7,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.67,0.0,8.33,8.33,0.0,0.0,33.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,8.33,8.33
4.65,8.14,2.33,3.49,2.33,5.81,4.65,2.33,10.47,3.49,1.16,2.33,10.47,9.3,9.3,6.98,6.98,2.33,1.16,2.33
0.0,0.0,0.0,0.0,0.0,11.43,0.0,0.0,22.86,25.71,0.0,2.86,8.57,5.71,5.71,0.0,0.0,5.71,2.86,8.57
0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,18.75,28.12,0.0,3.12,9.38,6.25,6.25,0.0,0.0,6.25,3.12,9.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
7.14,0.0,0.0,0.0,7.14,3.57,0.0,10.71,21.43,0.0,3.57,7.14,0.0,10.71,14.29,3.57,0.0,0.0,3.57,7.14
0.0,10.53,5.26,21.05,5.26,0.0,5.26,5.26,0.0,5.26,5.26,5.26,5.26,0.0,5.26,0.0,0.0,10.53,10.53,0.0
8.33,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,16.67,8.33,0.0,8.33,0.0,8.33,0.0,0.0,8.33,16.67,0.0
0.0,0.0,3.12,3.12,0.0,12.5,3.12,0.0,25.0,34.38,3.12,0.0,0.0,0.0,0.0,3.12,0.0,0.0,9.38,3.12
